"pair_id","guide_1","guide_2","cut_1","cut_2","deletion_bp","mean_score"
"pair_995","spacer_122","spacer_145",7673571,7673772,201,0.434798845910781
"pair_3620","spacer_213","spacer_241",7675179,7676088,909,0.434691751530911
"pair_2053","spacer_162","spacer_197",7674217,7675106,889,0.434660533295051
"pair_2910","spacer_186","spacer_193",7674959,7675078,119,0.434634365318635
"pair_3305","spacer_199","spacer_210",7675136,7675156,20,0.434563595348713
"pair_288","spacer_72","spacer_106",7669706,7670664,958,0.434556963007287
"pair_3799","spacer_225","spacer_274",7675998,7676192,194,0.434520665119032
"pair_2957","spacer_187","spacer_213",7674960,7675179,219,0.434501843472827
"pair_279","spacer_72","spacer_95",7669706,7670634,928,0.43448719754715
"pair_3753","spacer_224","spacer_228",7675227,7676024,797,0.434458288142585
"pair_2444","spacer_170","spacer_217",7674269,7675194,925,0.43439798370132
"pair_960","spacer_121","spacer_148",7673559,7673789,230,0.434384268967115
"pair_1677","spacer_155","spacer_170",7674185,7674269,84,0.434331876342276
"pair_1892","spacer_159","spacer_183",7674209,7674941,732,0.434292218307512
"pair_3886","spacer_227","spacer_296",7676023,7676555,532,0.434219361015284
"pair_3742","spacer_219","spacer_261",7675202,7676143,941,0.434215351768337
"pair_2172","spacer_165","spacer_172",7674237,7674863,626,0.434214035005269
"pair_37","spacer_16","spacer_24",7666197,7666230,33,0.434207446679594
"pair_2364","spacer_169","spacer_180",7674266,7674926,660,0.434154226780182
"pair_3264","spacer_197","spacer_219",7675106,7675202,96,0.434129176653676
"pair_1199","spacer_129","spacer_165",7673598,7674237,639,0.434072396906805
"pair_368","spacer_75","spacer_106",7669736,7670664,928,0.43406726486029
"pair_2526","spacer_172","spacer_216",7674863,7675188,325,0.43406313365364
"pair_359","spacer_75","spacer_95",7669736,7670634,898,0.433997499400153
"pair_875","spacer_119","spacer_136",7673559,7673716,157,0.433976833962701
"pair_3428","spacer_203","spacer_260",7675143,7676142,999,0.433945571760119
"pair_479","spacer_83","spacer_98",7669772,7670642,870,0.433897180746133
"pair_3700","spacer_217","spacer_225",7675194,7675998,804,0.433836546394705
"pair_3178","spacer_194","spacer_229",7675079,7676039,960,0.433741182517121
"pair_2421","spacer_170","spacer_192",7674269,7675077,808,0.43372732591535
"pair_4135","spacer_242","spacer_275",7676089,7676193,104,0.433704129283204
"pair_4377","spacer_271","spacer_288",7676174,7676266,92,0.433634638486181
"pair_2077","spacer_163","spacer_172",7674224,7674863,639,0.433587141757815
"pair_1020","spacer_122","spacer_170",7673571,7674269,698,0.433575090585618
"pair_284","spacer_72","spacer_101",7669706,7670651,945,0.433452320332867
"pair_1197","spacer_129","spacer_163",7673598,7674224,626,0.433445503659351
"pair_2128","spacer_164","spacer_176",7674234,7674871,637,0.433413847372074
"pair_2017","spacer_161","spacer_212",7674221,7675178,957,0.433368508726443
"pair_1819","spacer_157","spacer_213",7674200,7675179,979,0.433256209128491
"pair_3315","spacer_199","spacer_226",7675136,7676008,872,0.433191138526947
"pair_3112","spacer_192","spacer_225",7675077,7675998,921,0.433165888608734
"pair_1507","spacer_146","spacer_166",7673779,7674238,459,0.433132193624626
"pair_1323","spacer_136","spacer_161",7673716,7674221,505,0.433106511438336
"pair_4304","spacer_261","spacer_270",7676143,7676173,30,0.433076755550523
"pair_2217","spacer_166","spacer_169",7674238,7674266,28,0.433039341154063
"pair_3581","spacer_210","spacer_256",7675156,7676127,971,0.433037672691273
"pair_3335","spacer_200","spacer_214",7675131,7675183,52,0.433014213353454
"pair_3959","spacer_229","spacer_301",7676039,7676591,552,0.432973844010637
"pair_1737","spacer_156","spacer_181",7674196,7674940,744,0.4329669615689
"pair_364","spacer_75","spacer_101",7669736,7670651,915,0.43296262218587
"pair_221","spacer_70","spacer_87",7669692,7669784,92,0.432916202527762
"pair_2628","spacer_175","spacer_199",7674870,7675136,266,0.432877941743631
"pair_3439","spacer_204","spacer_226",7675149,7676008,859,0.432664970532564
"pair_1408","spacer_141","spacer_159",7673746,7674209,463,0.432617791220954
"pair_277","spacer_72","spacer_93",7669706,7670632,926,0.432613569930812
"pair_129","spacer_42","spacer_52",7667311,7667392,81,0.432552357853362
"pair_4379","spacer_271","spacer_296",7676174,7676555,381,0.432518186263636
"pair_2424","spacer_170","spacer_195",7674269,7675095,826,0.432514775974165
"pair_3948","spacer_229","spacer_283",7676039,7676254,215,0.432498204112124
"pair_3587","spacer_212","spacer_224",7675178,7675227,49,0.432489138760547
"pair_2705","spacer_179","spacer_200",7674917,7675131,214,0.432467091138548
"pair_672","spacer_112","spacer_145",7673232,7673772,540,0.432428930485131
"pair_1941","spacer_160","spacer_181",7674210,7674940,730,0.432384706874245
"pair_492","spacer_84","spacer_92",7669783,7670631,848,0.432378620616943
"pair_2633","spacer_175","spacer_204",7674870,7675149,279,0.432351773749248
"pair_2554","spacer_173","spacer_203",7674859,7675143,284,0.432204587173704
"pair_357","spacer_75","spacer_93",7669736,7670632,896,0.432123871783815
"pair_2157","spacer_164","spacer_208",7674234,7675154,920,0.432078042300237
"pair_3584","spacer_210","spacer_260",7675156,7676142,986,0.431982571911974
"pair_3203","spacer_195","spacer_225",7675095,7675998,903,0.43195333866755
"pair_4467","spacer_278","spacer_284",7676232,7676258,26,0.431873393849051
"pair_1911","spacer_159","spacer_202",7674209,7675142,933,0.431837479799561
"pair_2927","spacer_186","spacer_212",7674959,7675178,219,0.431725936514981
"pair_3068","spacer_191","spacer_206",7675076,7675150,74,0.431704806173412
"pair_2342","spacer_168","spacer_203",7674262,7675143,881,0.43166832277144
"pair_3827","spacer_226","spacer_256",7676008,7676127,119,0.431665215869508
"pair_882","spacer_119","spacer_146",7673559,7673779,220,0.431624225986168
"pair_905","spacer_119","spacer_169",7673559,7674266,707,0.431531373515605
"pair_3882","spacer_227","spacer_286",7676023,7676264,241,0.431478336236909
"pair_3279","spacer_198","spacer_206",7675125,7675150,25,0.431425165668861
"pair_20","spacer_6","spacer_11",7661990,7662013,23,0.431414306137139
"pair_1530","spacer_147","spacer_168",7673788,7674262,474,0.431385638672863
"pair_3765","spacer_224","spacer_259",7675227,7676141,914,0.431375927573001
"pair_1163","spacer_128","spacer_164",7673597,7674234,637,0.431352708159054
"pair_2314","spacer_168","spacer_173",7674262,7674859,597,0.431329636685983
"pair_2281","spacer_167","spacer_187",7674236,7674960,724,0.431137725690681
"pair_3918","spacer_228","spacer_287",7676024,7676265,241,0.431032526779539
"pair_2166","spacer_164","spacer_219",7674234,7675202,968,0.430928801189678
"pair_710","spacer_113","spacer_142",7673251,7673747,496,0.430920284883891
"pair_4104","spacer_241","spacer_274",7676088,7676192,104,0.430840678839677
"pair_1746","spacer_156","spacer_190",7674196,7675073,877,0.430772447700292
"pair_1502","spacer_146","spacer_161",7673779,7674221,442,0.430753903461803
"pair_1978","spacer_161","spacer_169",7674221,7674266,45,0.43066105099124
"pair_3830","spacer_226","spacer_260",7676008,7676142,134,0.430610115090209
"pair_3780","spacer_225","spacer_229",7675998,7676039,41,0.430609407437733
"pair_4458","spacer_277","spacer_288",7676225,7676266,41,0.430601555179862
"pair_1033","spacer_123","spacer_145",7673575,7673772,197,0.43058094246973
"pair_1643","spacer_153","spacer_167",7673828,7674236,408,0.43056284074316
"pair_123","spacer_41","spacer_56",7667310,7667403,93,0.430540329597888
"pair_1553","spacer_148","spacer_170",7673789,7674269,480,0.430476301059521
"pair_3555","spacer_209","spacer_256",7675155,7676127,972,0.430471533255048
"pair_2519","spacer_172","spacer_208",7674863,7675154,291,0.430360668698733
"pair_258","spacer_71","spacer_103",7669705,7670646,941,0.430254933475674
"pair_2820","spacer_183","spacer_190",7674941,7675073,132,0.430250517439672
"pair_2560","spacer_173","spacer_210",7674859,7675156,297,0.430241587325559
"pair_378","spacer_78","spacer_92",7669755,7670631,876,0.430209505135652
"pair_1950","spacer_160","spacer_190",7674210,7675073,863,0.430190193005637
"pair_3709","spacer_217","spacer_241",7675194,7676088,894,0.430156560115351
"pair_948","spacer_121","spacer_130",7673559,7673608,49,0.430130848044695
"pair_87","spacer_38","spacer_44",7667297,7667347,50,0.430091012443488
"pair_141","spacer_43","spacer_56",7667324,7667403,79,0.430057896762918
"pair_85","spacer_28","spacer_56",7667212,7667403,191,0.430035112389422
"pair_3181","spacer_194","spacer_235",7675079,7676055,976,0.430002448203432
"pair_2772","spacer_181","spacer_202",7674940,7675142,202,0.429990292800329
"pair_2961","spacer_187","spacer_217",7674960,7675194,234,0.429966652057267
"pair_970","spacer_121","spacer_158",7673559,7674205,646,0.429951193365152
"pair_1692","spacer_155","spacer_187",7674185,7674960,775,0.429900544698222
"pair_1777","spacer_157","spacer_167",7674200,7674236,36,0.429892091346345
"pair_448","spacer_81","spacer_104",7669767,7670660,893,0.429849135679142
"pair_3774","spacer_224","spacer_275",7675227,7676193,966,0.429791911172973
"pair_2401","spacer_169","spacer_224",7674266,7675227,961,0.429781681025344
"pair_4375","spacer_271","spacer_286",7676174,7676264,90,0.429777161485262
"pair_800","spacer_117","spacer_147",7673536,7673788,252,0.429771864867647
"pair_2030","spacer_162","spacer_172",7674217,7674863,646,0.429742784229549
"pair_2348","spacer_168","spacer_210",7674262,7675156,894,0.429705322923295
"pair_3469","spacer_206","spacer_230",7675150,7676040,890,0.429653935822238
"pair_1246","spacer_134","spacer_146",7673714,7673779,65,0.429649789660998
"pair_1196","spacer_129","spacer_162",7673598,7674217,619,0.429601146131085
"pair_1269","spacer_134","spacer_169",7673714,7674266,552,0.429556937190435
"pair_3124","spacer_193","spacer_199",7675078,7675136,58,0.429538335424368
"pair_4133","spacer_242","spacer_273",7676089,7676198,109,0.429503867557861
"pair_4460","spacer_277","spacer_296",7676225,7676555,330,0.429485102957317
"pair_3558","spacer_209","spacer_260",7675155,7676142,987,0.429416432475749
"pair_1058","spacer_123","spacer_170",7673575,7674269,694,0.429357187144567
"pair_950","spacer_121","spacer_135",7673559,7673715,156,0.429335437371763
"pair_1631","spacer_153","spacer_155",7673828,7674185,357,0.429325659750701
"pair_2938","spacer_187","spacer_192",7674960,7675077,117,0.429295994271296
"pair_4059","spacer_235","spacer_301",7676055,7676591,536,0.429235109696947
"pair_2528","spacer_172","spacer_219",7674863,7675202,339,0.429211427588175
"pair_3413","spacer_203","spacer_226",7675143,7676008,865,0.429207816589251
"pair_821","spacer_117","spacer_168",7673536,7674262,726,0.429179598478503
"pair_4538","spacer_287","spacer_300",7676265,7676593,328,0.429171585069724
"pair_2899","spacer_185","spacer_213",7674958,7675179,221,0.429092511577478
"pair_2370","spacer_169","spacer_186",7674266,7674959,693,0.429018478779779
"pair_3129","spacer_193","spacer_204",7675078,7675149,71,0.429012167429985
"pair_2632","spacer_175","spacer_203",7674870,7675143,273,0.428894619805935
"pair_558","spacer_87","spacer_106",7669784,7670664,880,0.428856776168641
"pair_2969","spacer_188","spacer_194",7674971,7675079,108,0.428815517041523
"pair_549","spacer_87","spacer_95",7669784,7670634,850,0.428787010708504
"pair_4048","spacer_235","spacer_283",7676055,7676254,199,0.428759469798434
"pair_1823","spacer_157","spacer_217",7674200,7675194,994,0.42872101771293
"pair_473","spacer_82","spacer_111",7669771,7670708,937,0.428622011975093
"pair_1852","spacer_158","spacer_194",7674205,7675079,874,0.428613563230331
"pair_3317","spacer_199","spacer_228",7675136,7676024,888,0.428599056002753
"pair_1003","spacer_122","spacer_153",7673571,7673828,257,0.428568873994044
"pair_3083","spacer_191","spacer_227",7675076,7676023,947,0.428536854409293
"pair_774","spacer_116","spacer_166",7673539,7674238,699,0.428487440377909
"pair_510","spacer_85","spacer_92",7669779,7670631,852,0.428394579995486
"pair_638","spacer_104","spacer_111",7670660,7670708,48,0.428375057502039
"pair_238","spacer_71","spacer_75",7669705,7669736,31,0.428292318362308
"pair_3212","spacer_195","spacer_241",7675095,7676088,993,0.428273352388196
"pair_4490","spacer_279","spacer_301",7676226,7676591,365,0.42826050657501
"pair_3294","spacer_198","spacer_227",7675125,7676023,898,0.428257213904741
"pair_2941","spacer_187","spacer_195",7674960,7675095,135,0.428083444330112
"pair_3441","spacer_204","spacer_228",7675149,7676024,875,0.42807288800837
"pair_1800","spacer_157","spacer_192",7674200,7675077,877,0.428050359926959
"pair_2316","spacer_168","spacer_175",7674262,7674870,608,0.428019669318214
"pair_4271","spacer_259","spacer_287",7676141,7676265,124,0.427950166209954
"pair_1007","spacer_122","spacer_157",7673571,7674200,629,0.427898124597228
"pair_4350","spacer_270","spacer_278",7676173,7676232,59,0.427881442253094
"pair_3034","spacer_190","spacer_202",7675073,7675142,69,0.427795778931721
"pair_4479","spacer_279","spacer_283",7676226,7676254,28,0.427784866676498
"pair_554","spacer_87","spacer_101",7669784,7670651,867,0.427752133494221
"pair_2559","spacer_173","spacer_209",7674859,7675155,296,0.427675447889334
"pair_2485","spacer_171","spacer_214",7674290,7675183,893,0.427530090066701
"pair_1659","spacer_154","spacer_166",7673829,7674238,409,0.427461478728091
"pair_1214","spacer_130","spacer_145",7673608,7673772,164,0.427446635462264
"pair_1090","spacer_124","spacer_164",7673576,7674234,658,0.427417365897906
"pair_1478","spacer_145","spacer_158",7673772,7674205,433,0.42726698078272
"pair_3569","spacer_210","spacer_226",7675156,7676008,852,0.427244816741106
"pair_977","spacer_121","spacer_165",7673559,7674237,678,0.427195531708057
"pair_2347","spacer_168","spacer_209",7674262,7675155,893,0.42713918348707
"pair_4132","spacer_242","spacer_272",7676089,7676186,97,0.427123374322332
"pair_3897","spacer_228","spacer_256",7676024,7676127,103,0.427073133345314
"pair_2850","spacer_184","spacer_191",7674955,7675076,121,0.427066789891169
"pair_3481","spacer_206","spacer_261",7675150,7676143,993,0.427029987456861
"pair_2452","spacer_171","spacer_179",7674290,7674917,627,0.426982967851795
"pair_735","spacer_116","spacer_119",7673539,7673559,20,0.426979472739452
"pair_570","spacer_92","spacer_109",7670631,7670712,81,0.426959399340215
"pair_3253","spacer_197","spacer_206",7675106,7675150,44,0.426943812342201
"pair_2638","spacer_175","spacer_210",7674870,7675156,286,0.42693161995779
"pair_3927","spacer_229","spacer_241",7676039,7676088,49,0.426929421158378
"pair_4061","spacer_236","spacer_242",7676059,7676089,30,0.426916007663339
"pair_547","spacer_87","spacer_93",7669784,7670632,848,0.426913383092166
"pair_3783","spacer_225","spacer_235",7675998,7676055,57,0.426870673124043
"pair_1803","spacer_157","spacer_195",7674200,7675095,895,0.426837809985775
"pair_2857","spacer_184","spacer_198",7674955,7675125,170,0.426787149386618
"pair_4456","spacer_277","spacer_286",7676225,7676264,39,0.426744078178942
"pair_1276","spacer_135","spacer_145",7673715,7673772,57,0.426651224789331
"pair_3306","spacer_199","spacer_212",7675136,7675178,42,0.426629906620714
"pair_975","spacer_121","spacer_163",7673559,7674224,665,0.426568638460602
"pair_569","spacer_92","spacer_108",7670631,7670681,50,0.426478109675999
"pair_4444","spacer_275","spacer_287",7676193,7676265,72,0.426366149809926
"pair_2417","spacer_170","spacer_188",7674269,7674971,702,0.42624517926875
"pair_1239","spacer_130","spacer_170",7673608,7674269,661,0.426222880137101
"pair_680","spacer_112","spacer_153",7673232,7673828,596,0.426198958568394
"pair_403","spacer_79","spacer_96",7669761,7670635,874,0.426187642176228
"pair_769","spacer_116","spacer_161",7673539,7674221,682,0.426109150215087
"pair_3430","spacer_204","spacer_212",7675149,7675178,29,0.426103738626331
"pair_1830","spacer_158","spacer_170",7674205,7674269,64,0.426043225457557
"pair_3900","spacer_228","spacer_260",7676024,7676142,118,0.426018032566015
"pair_890","spacer_119","spacer_154",7673559,7673829,270,0.425953511089634
"pair_3803","spacer_225","spacer_279",7675998,7676226,228,0.425896070002106
"pair_2192","spacer_165","spacer_194",7674237,7675079,842,0.425857901573236
"pair_285","spacer_72","spacer_103",7669706,7670646,940,0.425728696998493
"pair_2279","spacer_167","spacer_185",7674236,7674958,722,0.425728393795331
"pair_3170","spacer_194","spacer_216",7675079,7675188,109,0.425707000221607
"pair_3772","spacer_224","spacer_273",7675227,7676198,971,0.42559164944763
"pair_1061","spacer_124","spacer_129",7673576,7673598,22,0.425558354197939
"pair_3128","spacer_193","spacer_203",7675078,7675143,65,0.425555013486671
"pair_62","spacer_26","spacer_44",7667176,7667347,171,0.425543916025473
"pair_684","spacer_112","spacer_157",7673232,7674200,968,0.425528209171579
"pair_163","spacer_58","spacer_71",7669618,7669705,87,0.425522108703721
"pair_1536","spacer_148","spacer_153",7673789,7673828,39,0.425470084467946
"pair_1301","spacer_135","spacer_170",7673715,7674269,554,0.425427469464169
"pair_365","spacer_75","spacer_103",7669736,7670646,910,0.425238998851496
"pair_2097","spacer_163","spacer_194",7674224,7675079,855,0.425231008325782
"pair_2544","spacer_173","spacer_193",7674859,7675078,219,0.425216327401215
"pair_4229","spacer_256","spacer_300",7676127,7676593,466,0.4252121916355
"pair_3601","spacer_212","spacer_256",7675178,7676127,949,0.425103983963275
"pair_1654","spacer_154","spacer_161",7673829,7674221,392,0.425083188565269
"pair_745","spacer_116","spacer_134",7673539,7673714,175,0.425005036414282
"pair_157","spacer_47","spacer_56",7667349,7667403,54,0.424998488742207
"pair_3453","spacer_204","spacer_259",7675149,7676141,992,0.424990527438785
"pair_485","spacer_83","spacer_105",7669772,7670669,897,0.424985645543433
"pair_333","spacer_74","spacer_96",7669735,7670635,900,0.424806412783531
"pair_1540","spacer_148","spacer_157",7673789,7674200,411,0.424799335071131
"pair_3971","spacer_230","spacer_271",7676040,7676174,134,0.424784809306471
"pair_148","spacer_45","spacer_55",7667344,7667402,58,0.424708728932458
"pair_2332","spacer_168","spacer_193",7674262,7675078,816,0.42468006299895
"pair_3543","spacer_209","spacer_226",7675155,7676008,853,0.424678677304881
"pair_3415","spacer_203","spacer_228",7675143,7676024,881,0.424615734065057
"pair_2903","spacer_185","spacer_217",7674958,7675194,236,0.424557320161917
"pair_1485","spacer_145","spacer_165",7673772,7674237,465,0.424511319125625
"pair_1591","spacer_150","spacer_166",7673788,7674238,450,0.42449419775392
"pair_1690","spacer_155","spacer_185",7674185,7674958,773,0.424491212802873
"pair_2637","spacer_175","spacer_209",7674870,7675155,285,0.424365480521565
"pair_1041","spacer_123","spacer_153",7673575,7673828,253,0.424350970552992
"pair_4301","spacer_260","spacer_300",7676142,7676593,451,0.4241570908562
"pair_201","spacer_60","spacer_79",7669630,7669761,131,0.424073698559968
"pair_3604","spacer_212","spacer_260",7675178,7676142,964,0.424048883183976
"pair_1254","spacer_134","spacer_154",7673714,7673829,115,0.423979074764464
"pair_2383","spacer_169","spacer_199",7674266,7675136,870,0.423922448885512
"pair_2880","spacer_185","spacer_192",7674958,7675077,119,0.423886662375946
"pair_1483","spacer_145","spacer_163",7673772,7674224,452,0.423884425878171
"pair_3866","spacer_227","spacer_261",7676023,7676143,120,0.423862035692742
"pair_4523","spacer_285","spacer_296",7676263,7676555,292,0.42381099148094
"pair_3268","spacer_197","spacer_227",7675106,7676023,917,0.423775860578081
"pair_265","spacer_72","spacer_75",7669706,7669736,30,0.423766081885126
"pair_2750","spacer_180","spacer_213",7674926,7675179,253,0.423749192796536
"pair_2155","spacer_164","spacer_206",7674234,7675150,916,0.423743436878203
"pair_1045","spacer_123","spacer_157",7673575,7674200,625,0.423680221156177
"pair_3134","spacer_193","spacer_210",7675078,7675156,78,0.423592013638527
"pair_2388","spacer_169","spacer_204",7674266,7675149,883,0.423396280891129
"pair_726","spacer_113","spacer_159",7673251,7674209,958,0.423378081864046
"pair_2662","spacer_176","spacer_194",7674871,7675079,208,0.423340340338537
"pair_1900","spacer_159","spacer_191",7674209,7675076,867,0.423318873497365
"pair_3621","spacer_213","spacer_242",7675179,7676089,910,0.42328886515193
"pair_2170","spacer_165","spacer_170",7674237,7674269,32,0.423287563800462
"pair_3771","spacer_224","spacer_272",7675227,7676186,959,0.423211156212101
"pair_4027","spacer_235","spacer_241",7676055,7676088,33,0.423190686844688
"pair_2443","spacer_170","spacer_216",7674269,7675188,919,0.423136662448833
"pair_401","spacer_79","spacer_94",7669761,7670633,872,0.423130299062864
"pair_248","spacer_71","spacer_87",7669705,7669784,79,0.423081829670658
"pair_1907","spacer_159","spacer_198",7674209,7675125,916,0.423039232992814
"pair_3758","spacer_224","spacer_236",7675227,7676059,832,0.423003789553108
"pair_886","spacer_119","spacer_150",7673559,7673788,229,0.422986230115463
"pair_4521","spacer_284","spacer_301",7676258,7676591,333,0.4229413110278
"pair_1441","spacer_142","spacer_164",7673747,7674234,487,0.422899707222001
"pair_974","spacer_121","spacer_162",7673559,7674217,658,0.422724280932337
"pair_528","spacer_86","spacer_92",7669783,7670631,848,0.422701277759257
"pair_198","spacer_60","spacer_74",7669630,7669735,105,0.422692469167271
"pair_2883","spacer_185","spacer_195",7674958,7675095,137,0.422674112434762
"pair_2075","spacer_163","spacer_170",7674224,7674269,45,0.422660670553008
"pair_3571","spacer_210","spacer_228",7675156,7676024,868,0.422652734216912
"pair_3404","spacer_203","spacer_212",7675143,7675178,35,0.422646584683018
"pair_2257","spacer_166","spacer_213",7674238,7675179,941,0.422634307170417
"pair_946","spacer_121","spacer_128",7673559,7673597,38,0.422616831260337
"pair_3677","spacer_216","spacer_225",7675188,7675998,810,0.422575225142218
"pair_480","spacer_83","spacer_99",7669772,7670646,874,0.42246169424933
"pair_4213","spacer_256","spacer_275",7676127,7676193,66,0.422406756375702
"pair_2561","spacer_173","spacer_212",7674859,7675178,319,0.422307898597561
"pair_2856","spacer_184","spacer_197",7674955,7675106,151,0.422305796059958
"pair_3144","spacer_193","spacer_226",7675078,7676008,930,0.422219556816762
"pair_4108","spacer_241","spacer_279",7676088,7676226,138,0.422216083722752
"pair_4410","spacer_273","spacer_287",7676198,7676265,67,0.422165888084583
"pair_4305","spacer_261","spacer_271",7676143,7676174,31,0.422160860941094
"pair_38","spacer_16","spacer_26",7666197,7667176,979,0.422117527630965
"pair_1586","spacer_150","spacer_161",7673788,7674221,433,0.422115907591098
"pair_3401","spacer_202","spacer_258",7675142,7676135,993,0.422111073249447
"pair_91","spacer_38","spacer_48",7667297,7667350,53,0.422108963560074
"pair_1309","spacer_136","spacer_147",7673716,7673788,72,0.422101903296334
"pair_2517","spacer_172","spacer_206",7674863,7675150,287,0.422026063276699
"pair_3163","spacer_194","spacer_208",7675079,7675154,75,0.4220045352667
"pair_2622","spacer_175","spacer_193",7674870,7675078,208,0.421906360033446
"pair_6","spacer_3","spacer_11",7661962,7662013,51,0.421810454607969
"pair_2349","spacer_168","spacer_212",7674262,7675178,916,0.421771634195297
"pair_23","spacer_13","spacer_20",7666187,7666224,37,0.421754259998631
"pair_3976","spacer_230","spacer_277",7676040,7676225,185,0.421751726000152
"pair_331","spacer_74","spacer_94",7669735,7670633,898,0.421749069670166
"pair_1845","spacer_158","spacer_187",7674205,7674960,755,0.421611893813504
"pair_3427","spacer_203","spacer_259",7675143,7676141,998,0.421533373495472
"pair_1330","spacer_136","spacer_168",7673716,7674262,546,0.42150963690719
"pair_2761","spacer_181","spacer_191",7674940,7675076,136,0.421471686498134
"pair_2050","spacer_162","spacer_194",7674217,7675079,862,0.421386650797516
"pair_4285","spacer_260","spacer_275",7676142,7676193,51,0.421351655596402
"pair_1222","spacer_130","spacer_153",7673608,7673828,220,0.421216663545527
"pair_2768","spacer_181","spacer_198",7674940,7675125,185,0.421192045993582
"pair_1177","spacer_129","spacer_142",7673598,7673747,149,0.421040695522034
"pair_1634","spacer_153","spacer_158",7673828,7674205,377,0.421037008865983
"pair_3133","spacer_193","spacer_209",7675078,7675155,77,0.421025874202302
"pair_1250","spacer_134","spacer_150",7673714,7673788,74,0.421011793790293
"pair_164","spacer_58","spacer_72",7669618,7669706,88,0.420995872226539
"pair_3172","spacer_194","spacer_219",7675079,7675202,123,0.420855294156141
"pair_2407","spacer_170","spacer_176",7674269,7674871,602,0.420770002565763
"pair_3560","spacer_210","spacer_212",7675156,7675178,22,0.420683584834873
"pair_226","spacer_70","spacer_96",7669692,7670635,943,0.420602750079882
"pair_3807","spacer_225","spacer_284",7675998,7676258,260,0.420576874454896
"pair_1796","spacer_157","spacer_188",7674200,7674971,771,0.420568213280359
"pair_1226","spacer_130","spacer_157",7673608,7674200,592,0.420545914148711
"pair_167","spacer_58","spacer_75",7669618,7669736,118,0.420506174079543
"pair_1284","spacer_135","spacer_153",7673715,7673828,113,0.420421252872594
"pair_4248","spacer_258","spacer_288",7676135,7676266,131,0.420391425775788
"pair_2274","spacer_167","spacer_180",7674236,7674926,690,0.420385075014389
"pair_2018","spacer_161","spacer_213",7674221,7675179,958,0.420256017007595
"pair_36","spacer_16","spacer_23",7666197,7666226,29,0.420255491583111
"pair_3545","spacer_209","spacer_228",7675155,7676024,869,0.420086594780687
"pair_1482","spacer_145","spacer_162",7673772,7674217,445,0.420040068349905
"pair_555","spacer_87","spacer_103",7669784,7670646,862,0.420028510159847
"pair_2387","spacer_169","spacer_203",7674266,7675143,877,0.419939126947816
"pair_1144","spacer_128","spacer_145",7673597,7673772,175,0.419932618677905
"pair_792","spacer_117","spacer_136",7673536,7673716,180,0.419895863101975
"pair_4393","spacer_272","spacer_287",7676186,7676265,79,0.419785394849054
"pair_1288","spacer_135","spacer_157",7673715,7674200,485,0.419750503475778
"pair_1531","spacer_147","spacer_169",7673788,7674266,478,0.419656442849239
"pair_2359","spacer_169","spacer_173",7674266,7674859,593,0.419600440862359
"pair_4085","spacer_236","spacer_287",7676059,7676265,206,0.419578028190061
"pair_3583","spacer_210","spacer_259",7675156,7676141,985,0.419570373647327
"pair_152","spacer_46","spacer_55",7667345,7667402,57,0.419536901892775
"pair_4134","spacer_242","spacer_274",7676089,7676192,103,0.419437792460695
"pair_2436","spacer_170","spacer_208",7674269,7675154,885,0.419434197493926
"pair_3854","spacer_226","spacer_300",7676008,7676593,585,0.419419335685332
"pair_3610","spacer_213","spacer_224",7675179,7675227,48,0.419376647041699
"pair_3589","spacer_212","spacer_226",7675178,7676008,830,0.419311128013108
"pair_4250","spacer_258","spacer_296",7676135,7676555,420,0.419274973553243
"pair_2754","spacer_180","spacer_217",7674926,7675194,268,0.419214001380975
"pair_1509","spacer_146","spacer_168",7673779,7674262,483,0.419157028930658
"pair_1685","spacer_155","spacer_180",7674185,7674926,741,0.419147894021931
"pair_4310","spacer_261","spacer_277",7676143,7676225,82,0.419127777634775
"pair_2134","spacer_164","spacer_184",7674234,7674955,721,0.41910542059596
"pair_1768","spacer_156","spacer_214",7674196,7675183,987,0.419080909397516
"pair_2639","spacer_175","spacer_212",7674870,7675178,308,0.418997931229792
"pair_3030","spacer_190","spacer_198",7675073,7675125,52,0.418997532124974
"pair_4365","spacer_270","spacer_301",7676173,7676591,418,0.418949359431843
"pair_3686","spacer_216","spacer_241",7675188,7676088,900,0.418895238862864
"pair_3516","spacer_208","spacer_225",7675154,7675998,844,0.418872760187311
"pair_2185","spacer_165","spacer_187",7674237,7674960,723,0.418856232156409
"pair_2028","spacer_162","spacer_170",7674217,7674269,52,0.418816313024742
"pair_3710","spacer_217","spacer_242",7675194,7676089,895,0.418753673736369
"pair_4505","spacer_282","spacer_296",7676253,7676555,302,0.418750935440206
"pair_1169","spacer_128","spacer_170",7673597,7674269,672,0.418708863352743
"pair_2960","spacer_187","spacer_216",7674960,7675188,228,0.41870533080478
"pair_3875","spacer_227","spacer_278",7676023,7676232,209,0.418666722395313
"pair_2928","spacer_186","spacer_213",7674959,7675179,220,0.418613444796133
"pair_2842","spacer_183","spacer_214",7674941,7675183,242,0.418558979136896
"pair_1906","spacer_159","spacer_197",7674209,7675106,897,0.418557879666154
"pair_275","spacer_72","spacer_87",7669706,7669784,78,0.418555593193477
"pair_2731","spacer_180","spacer_192",7674926,7675077,151,0.418543343595004
"pair_1735","spacer_156","spacer_179",7674196,7674917,721,0.41853378718261
